"order_id","is_returned","order_sales","order_profit","has_high_discount"
IN-2015-MP179657-42350,0,274.68,137.34,0
IN-2015-MP1817511-42192,0,252.48,20.16,0
IN-2015-MS1753059-42338,0,776.44,152.89,0
IN-2015-MS1753066-42040,0,181.98,38.07,0
IN-2015-MS175307-42309,0,3606.34,1202.02,0
IN-2015-MS17710113-42225,0,54.72,6.00,0
IN-2015-MS1777059-42257,0,69.68,-5.05,1
IN-2015-MS1777092-42170,0,73.98,28.71,0
IN-2015-MS1783027-42177,0,612.42,96.27,0
IN-2015-MS178307-42341,0,259.52,8.60,0
IN-2015-MT17815144-42121,0,225.30,84.00,0
IN-2015-MT1781559-42257,1,677.64,211.26,0
IN-2015-MT1807027-42301,0,179.22,7.20,0
IN-2015-MV1748521-42366,0,669.78,216.48,0
IN-2015-MV1819027-42180,0,1035.84,455.76,0
IN-2015-MW1822027-42363,0,2355.72,243.00,0
IN-2015-MW1823566-42100,1,1282.94,-467.12,1
IN-2015-MW182357-42357,0,1825.98,55.14,0
IN-2015-MY1738058-42275,0,289.32,49.14,0
IN-2015-MY1738092-42313,1,1072.29,53.91,1
IN-2015-MY1829527-42030,0,3714.33,486.45,0
IN-2015-MY1829527-42044,1,919.98,139.47,0
IN-2015-MZ173357-42070,0,547.24,91.96,0
IN-2015-MZ173357-42307,0,546.60,85.44,0
IN-2015-MZ173357-42308,0,596.73,76.05,0
IN-2015-NC1834027-42160,0,367.47,14.58,0
IN-2015-NC1834027-42364,1,303.27,54.93,0
IN-2015-NC1834058-42115,0,428.40,180.72,0
IN-2015-NC183407-42364,0,1788.82,204.28,1
IN-2015-NC184157-42279,0,122.99,1.34,0
IN-2015-NC1862527-42118,0,192.66,59.28,0
IN-2015-NC186257-42131,0,2480.70,871.92,0
IN-2015-NC1862578-42343,0,277.38,69.78,0
IN-2015-NC1862592-42185,0,385.38,50.46,0
IN-2015-NF18475102-42260,0,507.20,-8.24,1
IN-2015-NG1843058-42049,0,794.28,146.88,0
IN-2015-NG184307-42281,0,695.28,201.60,0
IN-2015-NH1861059-42147,0,595.23,113.76,1
IN-2015-NL1831027-42316,0,3325.17,223.44,0
IN-2015-NL1831092-42295,0,22.20,3.96,0
IN-2015-NM1844558-42258,0,142.47,14.22,0
IN-2015-NM18520144-42143,0,50.80,11.50,0
IN-2015-NP186707-42204,0,90.48,32.97,0
IN-2015-NP18685102-42239,0,814.77,-158.08,1
IN-2015-NP18685144-42187,0,1173.51,134.37,1
IN-2015-NP1870058-42225,0,70.35,18.90,0
IN-2015-NR1855027-42295,0,760.38,144.42,0
IN-2015-NS185057-42161,0,293.11,-9.83,1
IN-2015-NS18640102-42145,0,11.98,1.06,1
IN-2015-NW1840027-42232,0,20.13,2.19,0
IN-2015-NZ1856527-42189,0,902.88,126.15,0
IN-2015-NZ1856558-42128,0,2422.17,13.41,0
IN-2015-NZ185657-42336,0,2891.70,96.39,0
IN-2015-ON1871558-42366,1,396.57,171.87,0
IN-2015-OT1873058-42192,0,178.74,14.22,0
IN-2015-OT1873088-42171,1,46.69,17.89,0
IN-2015-OT1873090-42283,1,128.67,31.38,0
IN-2015-PB19150130-42329,0,9.92,0.32,1
IN-2015-PB1915027-42019,0,1525.68,372.39,0
IN-2015-PB1915027-42127,0,60.00,19.80,0
IN-2015-PB1921059-42283,0,54.08,16.76,1
IN-2015-PC1874527-42264,0,883.80,114.84,0
IN-2015-PC1900027-42239,0,227.64,106.92,0
IN-2015-PC1900078-42146,0,1207.92,271.11,0
IN-2015-PF1916558-42280,1,656.28,118.56,0
IN-2015-PF1916559-42148,0,203.18,29.30,0
IN-2015-PF191657-42112,0,556.20,48.57,0
IN-2015-PF1922511-42317,0,109.62,36.12,0
IN-2015-PG1889527-42288,0,637.75,118.36,1
IN-2015-PG1889527-42329,0,207.99,61.20,0
IN-2015-PG1889558-42310,0,140.10,5.40,0
IN-2015-PG1889592-42300,0,500.09,-219.97,1
IN-2015-PH1879058-42239,0,132.48,38.19,0
IN-2015-PH1879066-42010,0,639.60,38.25,0
IN-2015-PJ1901558-42303,0,9.06,3.84,0
IN-2015-PK1891058-42297,0,369.45,84.96,0
IN-2015-PK1891059-42049,0,447.64,67.39,1
IN-2015-PK1907558-42322,0,75.78,30.24,0
IN-2015-PM1894059-42014,0,3637.60,156.40,0
IN-2015-PM189407-42365,0,41.58,11.46,0
IN-2015-PM191357-42147,0,751.52,36.95,0
IN-2015-PN1877527-42257,0,2112.48,421.32,0
IN-2015-PN1877588-42022,0,227.43,-34.32,1
IN-2015-PO1885058-42230,0,716.04,180.09,0
IN-2015-PO188507-42139,0,26.33,4.10,0
IN-2015-PO188657-42327,0,14.83,1.93,1
IN-2015-PO1918011-42300,0,1620.30,356.40,0
IN-2015-PO1918027-42296,0,219.54,56.16,0
IN-2015-PO1919566-42261,0,119.04,7.08,0
IN-2015-PP1895527-42083,0,42.57,10.62,0
IN-2015-PR1888027-42160,0,138.39,34.44,0
IN-2015-PS187607-42132,0,1145.28,228.96,0
IN-2015-PS187607-42252,0,80.68,12.55,0
IN-2015-PT190907-42087,0,111.05,29.60,0
IN-2015-PV1898558-42358,1,434.16,73.80,0
IN-2015-PV189857-42069,0,271.22,24.05,0
IN-2015-RA1988558-42157,0,434.16,73.80,0
IN-2015-RB1933021-42104,0,16.50,2.64,0
IN-2015-RB1936058-42135,0,1524.06,255.57,0
IN-2015-RB194657-42180,0,723.03,86.22,0
IN-2015-RB19705144-42267,0,126.11,-32.20,1
IN-2015-RB1979527-42180,0,27.72,13.86,0
IN-2015-RB1979527-42354,0,301.44,77.01,0
IN-2015-RB197957-42148,0,127.71,8.46,0
IN-2015-RC19825102-42184,0,248.22,56.07,1
IN-2015-RD1958527-42224,0,2077.17,571.98,0
IN-2015-RD1958559-42180,0,359.43,-123.27,1
IN-2015-RD19660102-42033,0,123.42,-33.78,1
IN-2015-RD1972066-42227,0,152.79,39.87,0
IN-2015-RD198107-42166,1,608.23,153.13,0
IN-2015-RD1990011-42332,0,3465.48,933.48,0
IN-2015-RD1990027-42328,0,1155.69,254.19,0
IN-2015-RD1990066-42338,0,854.34,60.66,0
IN-2015-RD1993027-42204,0,485.73,189.36,0
IN-2015-RE1940527-42218,0,1151.85,436.83,0
IN-2015-RE194507-42059,0,961.47,131.43,0
IN-2015-RE194507-42219,0,88.21,35.20,0
IN-2015-RF193457-42117,0,28.51,0.43,1
IN-2015-RF197357-42275,0,302.78,52.34,0
IN-2015-RH194957-42180,0,911.12,218.84,0
IN-2015-RH195107-42303,0,161.81,-0.43,0
IN-2015-RH19600144-42303,0,190.72,19.99,1
IN-2015-RK193007-42316,0,2311.98,181.41,0
IN-2015-RK193007-42337,0,71.17,11.77,0
IN-2015-RL1961558-42280,0,1594.05,597.24,0
IN-2015-RM19375130-42313,0,771.89,200.75,1
IN-2015-RM1937558-42017,0,271.44,62.40,0
IN-2015-RM19675144-42126,0,677.52,50.76,1
IN-2015-RM1975058-42174,0,258.42,17.46,0
IN-2015-RO1978058-42026,0,3497.91,593.49,0
IN-2015-RO1978092-42265,0,21.82,0.70,1
IN-2015-RP192707-42168,0,3510.62,1242.71,0
IN-2015-RP19390102-42365,0,1431.34,171.70,1
IN-2015-RP193907-42127,0,197.88,70.35,0
IN-2015-RR1931559-42274,0,375.61,71.95,1
IN-2015-RS194207-42156,0,86.29,34.54,0
IN-2015-RS1987027-42093,0,333.03,125.37,0
IN-2015-RS1987027-42148,0,83.40,27.48,0
IN-2015-RW1954027-42066,0,251.55,17.55,0
IN-2015-RW195407-42303,1,840.54,175.20,0
IN-2015-RW1963058-42135,0,2063.88,596.61,0
IN-2015-RW1969058-42353,1,1987.32,298.08,0
IN-2015-RW196907-42090,0,74.68,16.57,0
IN-2015-SA2083058-42197,1,58.20,4.56,0
IN-2015-SB201707-42253,0,394.96,21.91,0
IN-2015-SB2029058-42085,0,144.00,67.68,0
IN-2015-SC2002059-42218,0,59.88,1.08,1
IN-2015-SC2005066-42147,0,265.26,13.26,0
IN-2015-SC2009559-42038,0,325.57,-14.18,1
IN-2015-SC2023058-42245,0,686.76,110.25,0
IN-2015-SC202307-42306,0,164.13,43.74,0
IN-2015-SC202607-42146,0,789.19,185.98,0
IN-2015-SC2030592-42271,0,126.90,49.20,0
IN-2015-SC2057527-42147,0,213.72,13.86,0
IN-2015-SC2069558-42140,0,85.92,30.00,0
IN-2015-SC2069559-42263,0,276.49,32.65,0
IN-2015-SC2077058-42268,0,181.08,16.68,0
IN-2015-SC2077066-42330,0,114.84,51.66,0
IN-2015-SC2080058-42040,0,3974.31,820.35,0
IN-2015-SC2084527-42175,0,2040.93,627.87,0
IN-2015-SD2048527-42345,1,26.64,-2.67,1
IN-2015-SF2006527-42224,0,954.36,343.53,0
IN-2015-SG20080113-42173,0,433.62,163.80,0
IN-2015-SG200807-42070,0,178.53,54.66,0
IN-2015-SG2047027-42323,0,115.02,3.45,0
IN-2015-SG2047058-42154,0,1557.03,744.60,0
IN-2015-SG2060592-42237,0,106.32,23.28,0
IN-2015-SH1997527-42295,0,279.54,69.84,0
IN-2015-SH199757-42217,0,196.88,6.44,0
IN-2015-SH203957-42320,0,150.61,65.23,0
IN-2015-SH2039592-42218,0,190.80,48.36,0
IN-2015-SH2063558-42247,0,108.42,43.32,0
IN-2015-SJ2050011-42123,0,61.08,18.27,0
IN-2015-SJ205007-42218,0,543.40,125.83,0
IN-2015-SK1999027-42321,0,281.16,36.60,0
IN-2015-SL2015527-42155,0,1634.79,638.07,0
IN-2015-SM2000558-42245,0,39.15,8.55,0
IN-2015-SM200057-42127,0,62.10,12.42,0
IN-2015-SM2090527-42268,0,23.52,4.68,0
IN-2015-SM2090558-42341,0,1409.04,436.77,0
IN-2015-SN2056027-42250,0,789.06,304.71,0
IN-2015-SN2071027-42147,0,185.19,43.29,0
IN-2015-SN207107-42245,0,1188.48,21.48,0
IN-2015-SN207107-42295,0,391.91,129.71,0
IN-2015-SO2033558-42133,0,617.64,253.86,0
IN-2015-SO203357-42243,1,874.15,229.09,0
IN-2015-SP2054527-42236,0,98.49,26.46,0
IN-2015-SR204257-42047,0,152.12,3.26,0
IN-2015-SS2041027-42059,0,88.80,23.55,0
IN-2015-SS2041058-42306,0,272.25,100.62,0
IN-2015-SS2041059-42251,0,971.19,289.74,1
IN-2015-ST2053059-42160,0,1684.40,634.10,1
IN-2015-SV2036527-42036,0,3312.18,796.44,0
IN-2015-SV2036527-42322,0,21.54,6.00,0
IN-2015-SV2081558-42092,0,287.94,0.00,0
IN-2015-SV2093527-42350,0,703.35,260.10,0
IN-2015-SV2093558-42101,0,231.48,18.93,0
IN-2015-SV2093566-42275,0,79.02,37.08,0
IN-2015-SW2024558-42155,1,1002.24,90.54,0
IN-2015-SW202757-42282,0,147.66,4.83,0
IN-2015-SW202757-42315,0,22.82,2.54,0
IN-2015-SW20755102-42211,1,955.11,-348.93,1
IN-2015-SW20755113-42342,1,1495.35,164.40,0
IN-2015-SW2075527-42260,1,231.81,105.75,0
IN-2015-SW207557-42232,1,4327.62,822.42,0
IN-2015-SZ2003559-42254,0,669.12,89.01,1
IN-2015-TA213857-42132,0,421.68,117.18,0
IN-2015-TB21055113-42292,0,3003.42,762.42,0
IN-2015-TB2105558-42259,0,80.01,34.38,0
IN-2015-TB2105558-42295,0,167.10,47.01,0
IN-2015-TB2119058-42282,0,3708.12,1385.64,0
IN-2015-TB2119066-42322,0,153.72,74.19,0
IN-2015-TB213557-42254,0,325.24,105.43,0
IN-2015-TB2152058-42160,0,339.48,27.12,0
IN-2015-TB215207-42248,0,43.25,5.27,0
IN-2015-TB21595113-42050,0,448.95,63.03,0
IN-2015-TB2159527-42309,0,1104.54,148.80,0
IN-2015-TB2159592-42115,0,61.02,23.76,0
IN-2015-TB2162558-42331,0,109.26,43.77,0
IN-2015-TB216257-42363,0,765.10,30.58,0
IN-2015-TC211457-42016,0,2179.17,762.99,0
IN-2015-TC211457-42301,0,1077.54,232.89,0
IN-2015-TD20995130-42339,0,446.91,25.74,1
IN-2015-TG2164027-42275,0,243.84,68.16,0
IN-2015-TG2164059-42321,0,28.86,1.56,1
IN-2015-TG2164078-42029,0,1146.36,206.46,0
IN-2015-TH211007-42183,0,44.82,3.72,1
IN-2015-TH2110078-42017,0,693.84,194.16,0
IN-2015-TH2110099-42175,0,117.07,39.49,1
IN-2015-TH2111558-42218,0,1153.50,205.32,0
IN-2015-TH211157-42278,0,202.63,33.10,0
IN-2015-TH2111578-42177,0,2385.96,763.02,0
IN-2015-TH2155027-42139,0,61.08,26.22,0
IN-2015-TM2101058-42262,1,118.08,43.74,0
IN-2015-TM2149059-42079,0,474.83,20.42,0
IN-2015-TM2149059-42293,0,26.77,6.37,0
IN-2015-TP2113027-42083,0,78.12,37.44,0
IN-2015-TP2141559-42162,1,811.00,103.96,0
IN-2015-TP214157-42033,1,135.35,54.08,0
IN-2015-TP2141597-42156,0,364.03,109.69,1
IN-2015-TP2156527-42266,0,476.07,172.83,0
IN-2015-TP2156527-42306,0,795.06,137.46,0
IN-2015-TP215657-42303,0,150.80,34.25,0
IN-2015-TR2132558-42233,0,883.53,94.29,0
IN-2015-TS21085144-42307,0,129.76,12.19,1
IN-2015-TS212057-42195,0,80.60,5.99,0
IN-2015-TS212057-42225,0,1251.94,417.28,0
IN-2015-TS212057-42258,0,30.35,12.47,0
IN-2015-TS2134027-42245,0,693.00,293.79,0
IN-2015-TS2134092-42299,0,1263.81,130.02,0
IN-2015-TS2137027-42286,0,27.00,13.20,0
IN-2015-TS2137027-42317,1,384.27,121.71,0
IN-2015-TS214307-42238,0,155.28,6.63,0
IN-2015-TS2150527-42262,0,659.04,120.78,0
IN-2015-TS2150558-42230,0,783.93,128.34,0
IN-2015-TS2150559-42236,0,31.32,1.14,1
IN-2015-TS2165558-42327,0,95.16,26.64,0
IN-2015-TS2165558-42338,0,155.70,13.95,0
IN-2015-TT2107027-42146,0,42.57,2.97,0
IN-2015-TT2107058-42281,0,3311.37,544.35,0
IN-2015-TT212657-42337,0,381.24,100.14,0
IN-2015-TT2146078-42019,0,639.84,307.08,0
IN-2015-TZ2144527-42160,0,245.13,85.77,0
IN-2015-VD2167059-42341,0,123.75,32.79,0
IN-2015-VG217907-42045,0,56.35,7.51,0
IN-2015-VG2180559-42225,0,99.60,19.20,0
IN-2015-VM2168558-42028,0,164.07,21.24,0
IN-2015-VM2183558-42329,0,130.32,22.14,0
IN-2015-VP217307-42202,0,237.17,10.37,0
IN-2015-VS218207-42332,0,856.93,170.26,0
IN-2015-VT2170092-42364,0,950.28,115.47,0
IN-2015-VW2177566-42299,0,690.48,41.40,0
IN-2015-VW217757-42356,0,14.69,0.11,0
IN-2015-WB2185058-42292,0,195.78,76.32,0
IN-2015-XP2186527-42278,0,790.62,117.99,0
IN-2015-XP2186527-42303,0,23.70,11.10,0
IN-2015-XP218657-42253,0,1359.58,181.24,0
IN-2015-ZC2191027-42140,0,148.50,4.32,0
IN-2015-ZD21925102-42308,0,285.97,24.79,1
IN-2015-ZD2192511-42345,1,567.84,67.83,0
IN-2016-AA1031558-42735,0,499.44,179.76,0
IN-2016-AA104807-42672,0,1171.53,195.18,0
IN-2016-AA1064511-42634,0,91.47,10.80,0
IN-2016-AA1064558-42510,0,944.52,258.24,0
IN-2016-AA1064559-42689,0,64.28,7.88,1
IN-2016-AA106457-42546,0,1630.80,652.20,0
IN-2016-AB1001558-42569,0,659.91,138.63,0
IN-2016-AB100157-42546,0,3450.84,1020.03,0
IN-2016-AB100157-42672,0,1058.29,400.93,0
IN-2016-AB1006027-42623,0,193.11,29.73,0
IN-2016-AB10150118-42399,0,207.60,41.40,1
IN-2016-AB1016558-42711,0,277.38,102.60,0
IN-2016-AB102557-42497,0,651.27,150.45,0
IN-2016-AB1060058-42589,0,1765.95,365.25,0
IN-2016-AB106007-42456,0,2242.29,929.70,0
IN-2016-AC10420130-42605,1,224.16,-18.42,1
IN-2016-AC1045058-42545,0,3969.84,1272.78,0
IN-2016-AC1045059-42519,0,264.94,99.70,0
IN-2016-AC1061558-42498,0,204.90,85.80,0
IN-2016-AC1061558-42539,0,45.18,0.66,0
IN-2016-AC1061558-42634,0,109.80,43.92,0
IN-2016-AC106157-42732,0,623.37,-12.03,0
IN-2016-AD1018027-42567,0,633.18,132.96,0
IN-2016-AD1018027-42632,0,494.25,173.52,0
IN-2016-AD1018058-42650,0,45.54,10.89,0
IN-2016-AF10870118-42507,0,615.52,-313.74,1
IN-2016-AF1088527-42505,0,53.01,4.77,0
IN-2016-AF108857-42414,0,972.73,350.61,0
IN-2016-AG1027092-42379,0,823.14,220.68,0
IN-2016-AG1030027-42490,0,981.45,483.09,0
IN-2016-AG1033092-42730,0,682.50,233.40,0
IN-2016-AG103907-42700,0,2058.78,340.50,0
IN-2016-AG104957-42532,0,74.79,22.29,0
IN-2016-AG1052558-42667,1,75.69,2.25,0
IN-2016-AG1076559-42533,0,62.06,3.38,1
IN-2016-AG1090058-42391,1,3454.86,575.13,0
IN-2016-AH1003058-42454,0,360.24,10.80,0
IN-2016-AH1003059-42415,0,179.17,-36.00,1
IN-2016-AH1003066-42437,0,2410.74,820.17,0
IN-2016-AH1007558-42627,0,698.85,146.70,0
IN-2016-AH1012027-42629,1,336.00,23.52,0
IN-2016-AH101207-42378,0,112.10,13.64,0
IN-2016-AH1019558-42626,0,53.91,24.75,0
IN-2016-AH1046559-42436,0,75.60,4.14,1
IN-2016-AH104657-42504,0,1325.65,300.04,0
IN-2016-AH105851-42701,0,417.42,45.90,0
IN-2016-AH10585130-42496,1,373.33,-72.50,1
IN-2016-AH105857-42636,0,61.86,16.68,0
IN-2016-AH1069027-42710,0,1067.73,161.91,0
IN-2016-AJ107957-42387,0,303.43,38.83,0
IN-2016-AJ109457-42524,0,6.45,0.69,0
IN-2016-AJ1096058-42587,0,64.20,5.04,0
IN-2016-AM1036058-42394,0,1780.77,99.66,0
IN-2016-AM1036066-42580,0,199.26,7.92,0
IN-2016-AM103607-42595,0,306.61,107.77,0
IN-2016-AM1036078-42451,0,34.02,1.62,0
IN-2016-AM10705102-42622,0,1482.39,68.31,1
IN-2016-AM10705144-42580,0,845.37,-298.68,1
IN-2016-AO108107-42452,0,424.06,103.63,0
IN-2016-AP1072027-42630,0,2410.50,848.10,0
IN-2016-AP1072058-42657,0,509.88,71.19,0
IN-2016-AP1091527-42536,0,859.68,168.45,0
IN-2016-AR1040558-42519,0,767.52,45.90,0
IN-2016-AR1051058-42731,0,158.73,51.54,0
IN-2016-AR10540102-42452,0,401.25,-10.14,1
IN-2016-AR1057011-42702,0,1048.53,258.24,0
IN-2016-AR1082558-42672,0,254.85,95.28,0
IN-2016-AR1082559-42412,0,86.59,18.91,1
IN-2016-AR108257-42606,0,268.36,106.72,0
IN-2016-AR108257-42722,1,22.68,2.97,0
IN-2016-AS10135144-42395,0,290.44,27.43,0
IN-2016-AS1013527-42563,0,209.49,60.69,0
IN-2016-AS1013527-42718,0,357.12,21.36,0
IN-2016-AS1013558-42548,0,1046.58,246.42,0
IN-2016-AS1013588-42682,0,116.38,-16.31,0
IN-2016-AS1022511-42603,1,3633.90,108.90,0
IN-2016-AS1022527-42528,0,3367.29,1056.60,0
IN-2016-AS1022527-42685,0,419.31,88.02,0
IN-2016-AS1022558-42500,0,1474.74,132.57,0
IN-2016-AS102407-42701,0,634.39,77.47,0
IN-2016-AS1028558-42548,0,71.76,13.44,0
IN-2016-AS1028558-42608,0,2027.16,214.89,0
IN-2016-AS1063027-42548,0,104.22,8.34,0
IN-2016-AS106307-42547,0,302.83,121.09,0
IN-2016-AS1063092-42720,0,6530.88,2468.88,0
IN-2016-AT1043559-42652,0,108.63,1.95,1
IN-2016-AW1084027-42416,0,827.55,397.20,0
IN-2016-AW1093027-42566,0,1381.53,630.63,0
IN-2016-AW109307-42599,0,133.49,-1.51,0
IN-2016-BB1099059-42408,0,919.96,148.84,1
IN-2016-BB1099059-42455,0,151.30,-34.73,1
IN-2016-BB1099078-42693,0,651.96,110.70,0
IN-2016-BD1132027-42491,0,62.88,20.04,0
IN-2016-BD1162027-42522,0,228.87,68.40,0
IN-2016-BD1162058-42466,0,175.92,73.86,0
IN-2016-BD1162058-42735,0,687.90,96.66,0
IN-2016-BD116207-42380,0,128.47,22.84,0
IN-2016-BD11635144-42735,0,851.90,197.93,1
IN-2016-BD1172592-42408,0,340.86,122.70,0
IN-2016-BE1133558-42666,0,107.43,35.91,0
IN-2016-BE11410102-42714,0,69.89,-1.39,1
IN-2016-BE1141027-42575,0,1382.92,13.21,1
IN-2016-BF1100527-42644,0,842.07,213.57,0
IN-2016-BF1108058-42499,0,36.78,4.38,0
IN-2016-BF110807-42707,0,3294.62,723.56,0
IN-2016-BF112157-42498,0,96.66,24.66,0
IN-2016-BF112157-42597,0,730.42,186.91,0
IN-2016-BG11035113-42657,0,251.64,12.51,0
IN-2016-BG110357-42466,0,1062.10,65.41,0
IN-2016-BG1174058-42482,0,30.30,10.56,0
IN-2016-BH117107-42435,0,1976.56,592.81,0
IN-2016-BK1126011-42671,0,5111.13,1761.18,0
IN-2016-BK1126027-42640,0,672.84,150.36,0
IN-2016-BM1114066-42647,0,646.53,179.01,0
IN-2016-BM111407-42668,0,1690.42,-149.36,0
IN-2016-BM115757-42609,0,289.66,23.05,0
IN-2016-BM1165027-42493,0,86.10,15.48,0
IN-2016-BM116507-42615,0,736.64,84.41,0
IN-2016-BM1178592-42694,0,108.48,45.54,0
IN-2016-BN1147027-42400,0,126.96,34.26,0
IN-2016-BN1147027-42627,0,2220.18,352.17,0
IN-2016-BN1147092-42627,0,704.76,0.00,0
IN-2016-BN11515144-42685,1,457.32,13.23,1
IN-2016-BN1151527-42391,1,121.98,35.49,0
IN-2016-BO11350118-42675,0,21.84,0.00,1
IN-2016-BO1135058-42514,0,1591.29,47.10,0
IN-2016-BO113507-42578,0,291.06,68.22,0
IN-2016-BO1135078-42583,0,175.77,64.98,0
IN-2016-BO1142527-42370,0,246.12,66.42,0
IN-2016-BO1142558-42533,0,85.14,39.96,0
IN-2016-BP1118527-42378,0,74.70,33.60,0
IN-2016-BP1118527-42447,0,1021.14,112.32,0
IN-2016-BP112307-42385,0,448.72,-28.61,0
IN-2016-BP1129092-42455,0,18.43,0.61,1
IN-2016-BS1138027-42490,0,3343.05,639.06,0
IN-2016-BS1159027-42655,0,40.26,4.38,0
IN-2016-BS1159027-42731,0,29.52,3.78,0
IN-2016-BS116657-42546,0,3880.10,318.95,0
IN-2016-BS1180059-42655,0,27.89,9.29,0
IN-2016-BT113057-42597,0,226.56,98.13,0
IN-2016-BT113957-42426,0,12.47,5.54,0
IN-2016-BT113957-42653,0,139.81,1.48,0
IN-2016-BT1153058-42683,0,33.21,0.27,0
IN-2016-BT1168027-42526,0,392.94,121.38,0
IN-2016-BT1168027-42546,0,863.40,392.79,0
IN-2016-BT1168059-42631,1,105.80,15.29,0
IN-2016-BT116807-42495,0,559.44,196.44,0
IN-2016-BT1168078-42548,0,1611.54,386.10,0
IN-2016-BW110657-42694,1,565.23,86.19,0
IN-2016-BW1111021-42608,0,306.42,48.54,0
IN-2016-BW111107-42633,0,789.99,18.41,0
IN-2016-BW1120058-42533,0,117.87,33.27,0
IN-2016-BW112007-42604,0,363.45,76.71,0
IN-2016-BW1120092-42511,0,668.22,238.44,0
IN-2016-CA120557-42720,0,217.70,94.31,0
IN-2016-CA1226527-42525,0,651.99,293.34,0
IN-2016-CA1277558-42533,0,5751.54,2817.99,0
IN-2016-CA1277592-42471,1,290.82,23.04,0
IN-2016-CC1214559-42603,0,837.24,211.74,0
IN-2016-CC121457-42664,1,371.92,132.70,0
IN-2016-CC1237058-42441,0,1024.47,185.04,0
IN-2016-CC1237058-42713,0,297.00,94.29,0
IN-2016-CC1243011-42668,0,763.26,366.36,0
IN-2016-CC1243027-42517,0,101.40,15.12,0
IN-2016-CC1247527-42493,0,201.09,76.35,0
IN-2016-CC124757-42444,1,1730.70,676.50,0
IN-2016-CC125507-42427,0,606.59,129.05,0
IN-2016-CC125507-42694,0,759.65,309.11,0
IN-2016-CC1261058-42635,0,134.13,56.73,0
IN-2016-CC126107-42646,0,157.95,15.66,0
IN-2016-CC1268559-42650,0,126.54,29.43,1
IN-2016-CD119807-42499,0,209.52,40.44,0
IN-2016-CJ1187559-42715,0,262.43,101.57,0
IN-2016-CJ1201027-42541,1,1063.44,361.41,0
IN-2016-CJ1201058-42596,1,298.47,123.75,0
IN-2016-CK122057-42664,0,975.19,119.17,0
IN-2016-CK123257-42653,0,345.74,118.76,0
IN-2016-CK1259559-42408,0,2220.61,432.16,0
IN-2016-CK125957-42530,0,125.04,53.73,0
IN-2016-CK125957-42716,0,326.84,123.44,0
IN-2016-CK1259592-42660,1,1514.28,464.82,0
IN-2016-CL1189066-42730,0,3547.44,88.44,1
IN-2016-CL1256527-42672,0,408.30,16.20,0
IN-2016-CL1256527-42731,0,155.34,48.15,0
IN-2016-CL1270027-42651,0,253.80,73.44,0
IN-2016-CM1181597-42601,0,3790.32,-426.09,1
IN-2016-CM1183027-42430,0,743.13,313.02,0
IN-2016-CM1183059-42494,0,330.54,54.33,1
IN-2016-CM1193527-42564,0,100.80,6.00,0
IN-2016-CM1193592-42415,0,220.08,63.54,0
IN-2016-CM121157-42644,0,1943.19,258.93,0
IN-2016-CM1211578-42514,0,2761.20,110.34,0
IN-2016-CM1216059-42720,0,473.39,49.19,1
IN-2016-CM121607-42693,0,99.14,24.08,0
IN-2016-CM1238558-42486,0,1370.34,402.78,0
IN-2016-CM123857-42707,0,392.85,148.41,0
IN-2016-CM123857-42724,0,124.62,29.82,0
IN-2016-CM1265527-42564,0,187.62,81.51,0
IN-2016-CM1265592-42606,0,227.76,44.28,0
IN-2016-CM1265592-42722,0,25.80,2.76,0
IN-2016-CP12085130-42666,0,1298.24,123.59,1
IN-2016-CP1208527-42373,0,1926.72,308.16,0
IN-2016-CP1234066-42708,1,43.47,2.58,0
IN-2016-CR12580144-42602,0,1361.93,49.01,0
IN-2016-CR1262527-42513,0,145.74,56.70,0
IN-2016-CR1262558-42670,0,1564.56,172.08,0
IN-2016-CR126257-42659,1,2103.13,-419.96,1
IN-2016-CR1273058-42540,0,179.46,43.02,0
IN-2016-CR1273058-42591,0,102.54,18.42,0
IN-2016-CR127307-42660,0,5615.78,1038.59,0
IN-2016-CR1282011-42567,0,340.86,122.70,0
IN-2016-CS118451-42387,0,599.94,94.56,0
IN-2016-CS1184511-42394,0,3819.36,1595.97,0
IN-2016-CS1213058-42547,0,753.72,60.24,0
IN-2016-CS12175130-42519,0,3213.57,343.77,1
IN-2016-CS1217527-42704,0,96.60,9.66,0
IN-2016-CS1217566-42535,0,1305.33,425.94,0
IN-2016-CS121757-42541,0,1143.03,249.18,0
IN-2016-CS121757-42710,0,344.03,126.11,0
IN-2016-CS12355102-42540,0,381.78,91.62,1
IN-2016-CS1240092-42542,0,478.38,156.48,0
IN-2016-CS1249027-42499,0,108.42,47.70,0
IN-2016-CS1250558-42433,0,56.34,15.75,0
IN-2016-CV122957-42441,0,30.35,7.37,0
IN-2016-CW1190511-42454,0,639.60,38.25,0
IN-2016-CY127457-42391,0,128.90,54.41,0
IN-2016-Co1264066-42564,0,1100.97,199.17,0
IN-2016-DA1345058-42500,0,12.57,0.24,0
IN-2016-DB1291027-42601,0,155.34,15.48,0
IN-2016-DB130607-42730,0,4059.46,749.02,0
IN-2016-DB13210102-42686,0,84.47,-43.51,1
IN-2016-DB1321027-42630,0,383.58,162.18,0
IN-2016-DB132707-42678,0,39.20,17.36,0
IN-2016-DB1336059-42692,0,93.85,0.34,1
IN-2016-DB1340511-42731,0,700.68,350.28,0
IN-2016-DB134057-42513,0,58.07,-18.34,1
